cod_proposta;cod_cliente;cod_colaborador;data_entrada_proposta;horario_entrada_proposta;taxa_juros_mensal;valor_proposta;valor_financiamento;valor_entrada;valor_prestacao;quantidade_parcelas;carencia;status_proposta
894;260;63;30/05/2010;22:47:11;0.0126;90752.09;128050.14;37298.05;7111.48;14;2;Validação documentos
1399;331;63;10/08/2022;19:11:34;0.0182;146571.59;247210.52;100638.93;4239.91;55;2;Validação documentos
499;378;64;05/10/2019;04:24:14;0.0204;43067.45;53713.47;10646.02;14945.47;3;2;Validação documentos
764;693;64;04/06/2019;22:03:24;0.0127;94354.88;121454.58;27099.70;2042.71;70;5;Validação documentos
985;123;64;31/05/2010;22:39:53;0.0114;54182.11;68353.22;14171.11;942.36;94;6;Validação documentos
1075;647;64;03/10/2011;05:49:21;0.0139;28527.40;41765.89;13238.49;651.27;68;3;Validação documentos
1111;866;64;29/02/2020;21:24:08;0.0162;170587.19;205008.03;34420.84;4227.09;66;1;Validação documentos
1192;258;64;29/10/2020;04:45:35;0.0098;79972.88;128911.67;48938.79;1360.47;88;0;Validação documentos
1986;767;64;21/06/2022;02:05:33;0.0123;107348.68;182012.52;74663.84;3288.05;42;2;Validação documentos
1992;772;64;19/06/2016;04:40:32;0.0134;48615.20;84580.69;35965.49;2671.36;21;6;Validação documentos
466;429;65;30/11/2012;22:23:32;0.0165;176947.37;243282.66;66335.29;6427.96;37;4;Validação documentos
474;247;65;14/06/2018;14:50:52;0.0187;160135.89;194338.25;34202.36;3539.35;101;6;Validação documentos
720;792;65;08/09/2013;07:06:22;0.0152;160577.96;202934.93;42356.97;4805.87;47;4;Validação documentos
797;303;65;22/07/2019;22:34:36;0.0195;83840.04;141952.08;58112.04;1817.43;119;1;Validação documentos
1298;427;65;22/09/2014;17:06:45;0.0223;80972.79;138074.27;57101.48;1976.58;111;1;Validação documentos
1811;772;65;30/05/2018;23:49:59;0.0165;126627.65;194956.96;68329.31;5385.47;30;2;Validação documentos
35;72;66;06/04/2020;01:33:38;0.0112;4518.38;5668.80;1150.42;194.85;27;6;Validação documentos
1052;519;66;15/01/2017;21:55:52;0.0122;134593.16;185262.80;50669.64;3779.70;47;4;Validação documentos
1072;650;66;08/11/2012;17:36:52;0.017;5222.65;9443.42;4220.77;703.75;8;3;Validação documentos
1480;453;66;22/12/2010;23:27:57;0.0189;37387.58;66916.64;29529.06;3270.69;13;3;Validação documentos
1576;843;66;07/09/2012;20:07:09;0.0131;142097.95;227374.90;85276.95;7783.88;21;3;Validação documentos
1710;483;66;16/05/2015;08:45:18;0.0128;107807.31;215518.86;107711.55;1763.15;120;3;Validação documentos
1978;443;66;12/07/2021;20:46:07;0.0095;42019.74;51632.31;9612.57;771.90;77;1;Validação documentos
1997;100;66;13/10/2010;20:57:25;0.0243;114705.96;183412.54;68706.58;3030.98;105;2;Validação documentos
384;521;67;17/08/2015;20:53:25;0.0165;126905.43;198751.32;71845.89;3747.18;50;1;Validação documentos
1003;510;67;12/04/2011;13:03:18;0.0169;53343.51;90077.73;36734.22;4310.72;14;4;Validação documentos
1506;967;67;10/04/2015;01:24:20;0.0164;21632.99;31454.17;9821.18;1548.20;16;0;Validação documentos
1712;398;67;18/04/2014;03:30:23;0.0248;62315.23;77901.30;15586.07;3989.80;20;3;Validação documentos
44;783;68;29/08/2010;02:38:52;0.0125;161718.07;215887.80;54169.73;10618.45;17;1;Validação documentos
245;253;68;03/07/2020;09:25:31;0.0162;19945.24;23755.74;3810.50;4184.99;5;4;Validação documentos
341;903;68;11/10/2016;17:58:51;0.0114;121703.01;154883.11;33180.10;123090.43;1;2;Validação documentos
692;315;68;22/08/2020;22:06:53;0.0155;136288.52;205051.67;68763.15;2531.02;117;4;Validação documentos
931;39;68;12/02/2013;09:17:56;0.0201;62881.00;120235.95;57354.95;1499.51;93;2;Validação documentos
1324;545;68;14/01/2022;04:55:43;0.015;98895.85;188489.14;89593.29;3575.32;36;5;Validação documentos
1419;104;68;25/06/2021;03:25:39;0.0221;1208.69;1608.90;400.21;30.95;91;4;Validação documentos
1592;357;68;08/02/2020;17:56:18;0.0109;179134.54;239219.58;60085.04;10016.99;20;6;Validação documentos
502;445;69;06/09/2020;04:47:20;0.0222;24748.49;40543.55;15795.06;8618.46;3;3;Validação documentos
659;520;69;03/05/2020;03:03:39;0.012;20736.80;35307.54;14570.74;1617.95;14;3;Validação documentos
990;496;69;18/08/2014;02:42:54;0.0089;111385.36;146883.76;35498.40;22875.38;5;5;Validação documentos
1091;967;69;02/12/2014;17:51:49;0.0085;90643.97;136585.04;45941.07;1552.73;81;4;Validação documentos
1789;467;69;07/12/2013;08:40:25;0.0185;119494.48;172453.13;52958.65;3200.97;64;1;Validação documentos
1953;451;70;18/11/2019;18:49:06;0.0146;76753.48;132048.13;55294.65;1451.55;102;1;Validação documentos
772;67;71;15/06/2014;13:44:56;0.0204;172345.42;225537.64;53192.22;4066.60;99;6;Validação documentos
1056;857;71;17/10/2012;12:05:28;0.0233;7978.49;13850.05;5871.56;212.65;90;0;Validação documentos
1086;697;71;30/11/2010;10:23:32;0.0084;39829.41;47152.24;7322.83;598.01;98;6;Validação documentos
1536;197;71;19/10/2021;04:18:17;0.0087;115504.69;220508.17;105003.48;1816.57;93;4;Validação documentos
1706;790;71;28/03/2015;23:40:51;0.0186;89739.30;140752.04;51012.74;2920.05;46;1;Validação documentos
959;274;72;28/11/2016;15:42:34;0.0209;8101.37;13208.09;5106.72;1450.70;6;0;Validação documentos
963;328;72;27/04/2012;10:41:18;0.0104;134884.60;213373.63;78489.03;136287.40;1;5;Validação documentos
989;572;72;21/03/2014;06:34:00;0.0186;107061.69;155623.00;48561.31;2449.15;91;3;Validação documentos
1369;338;72;30/08/2013;11:18:10;0.0128;42079.17;81806.23;39727.06;1912.89;26;3;Validação documentos
1584;322;72;31/12/2014;01:15:41;0.0203;35841.42;64959.17;29117.75;863.51;92;6;Validação documentos
16;981;73;23/11/2020;10:51:35;0.0092;38057.26;74565.70;36508.44;1118.48;41;4;Validação documentos
138;490;73;26/01/2021;19:49:48;0.0105;7254.41;8976.72;1722.31;130.40;84;4;Validação documentos
579;407;73;19/04/2015;23:00:07;0.0115;90329.73;156474.35;66144.62;2196.74;56;2;Validação documentos
601;652;73;26/08/2017;01:16:31;0.0221;17368.03;21074.37;3706.34;437.49;96;5;Validação documentos
765;313;73;08/08/2012;12:16:18;0.0189;88232.11;162005.10;73772.99;5828.50;18;1;Validação documentos
947;140;73;15/08/2021;04:03:02;0.0105;137099.43;184068.72;46969.29;2501.99;82;2;Validação documentos
999;104;73;08/11/2015;19:24:08;0.0249;28303.16;53128.03;24824.87;1079.73;43;1;Validação documentos
1037;442;73;20/01/2022;05:30:48;0.0156;144531.28;188545.92;44014.64;5171.01;37;0;Validação documentos
1153;501;73;12/05/2020;00:10:40;0.022;2353.70;3488.27;1134.57;69.40;63;3;Validação documentos
1588;889;73;23/07/2011;03:55:31;0.0146;19969.46;28148.71;8179.25;3500.37;6;0;Validação documentos
1667;684;73;18/11/2013;00:51:25;0.012;118073.18;178655.96;60582.78;2710.79;62;6;Validação documentos
887;989;74;23/06/2020;04:56:07;0.0186;14742.67;18687.04;3944.37;328.12;98;0;Validação documentos
1825;430;74;27/07/2013;15:55:08;0.0188;191084.08;230874.08;39790.00;4070.35;115;3;Validação documentos
1993;765;74;22/12/2016;19:26:50;0.0161;156096.67;195335.64;39238.97;3138.54;101;1;Validação documentos
99;588;76;06/04/2019;06:48:25;0.0218;49638.64;98332.09;48693.45;1242.24;95;0;Validação documentos
489;42;76;13/04/2020;00:38:28;0.012;17452.67;28326.94;10874.27;628.16;34;1;Validação documentos
538;457;76;04/08/2014;17:25:14;0.01;149087.74;177171.70;28083.96;3690.82;52;2;Validação documentos
729;768;76;11/09/2014;05:29:49;0.0179;86828.39;107021.35;20192.96;1828.10;107;2;Validação documentos
806;433;76;09/08/2016;07:16:08;0.0105;86911.40;152189.73;65278.33;1665.59;76;1;Validação documentos
909;177;76;24/12/2016;09:40:10;0.0211;35356.98;61462.35;26105.37;1027.61;62;6;Validação documentos
1114;545;76;29/05/2014;05:01:57;0.0147;143079.42;182739.35;39659.93;3568.40;61;2;Validação documentos
1237;676;76;21/08/2022;21:19:10;0.0111;60455.78;115572.93;55117.15;1110.35;84;3;Validação documentos
1574;494;76;29/06/2017;15:17:51;0.0129;113387.00;151837.65;38450.65;3793.55;38;3;Validação documentos
1725;923;76;01/08/2019;02:38:40;0.0158;38494.16;47082.59;8588.43;845.78;81;3;Validação documentos
1973;893;76;25/10/2014;09:31:50;0.0115;107199.26;141694.47;34495.21;2789.98;51;3;Validação documentos
1982;531;76;21/05/2022;06:01:35;0.0203;86822.75;136106.33;49283.58;3002.67;44;3;Validação documentos
877;630;77;22/04/2020;19:12:03;0.0098;14004.70;18885.91;4881.21;213.01;106;4;Validação documentos
1270;501;77;09/05/2010;20:31:40;0.0089;113531.16;143216.91;29685.75;3317.09;41;5;Validação documentos
1471;196;77;09/01/2016;21:54:53;0.0088;162995.52;232447.69;69452.17;7859.15;23;5;Validação documentos
1606;471;77;14/09/2018;00:20:00;0.0243;100544.93;132337.01;31792.08;2635.70;109;3;Validação documentos
609;513;78;10/03/2010;03:53:20;0.0176;148922.93;226481.53;77558.60;38883.17;4;3;Validação documentos
751;387;78;04/01/2013;04:54:44;0.0179;10569.28;12704.21;2134.93;511.98;26;2;Validação documentos
1454;243;78;16/02/2010;17:52:27;0.0244;18572.26;33236.37;14664.11;1140.76;21;6;Validação documentos
80;767;79;15/01/2011;07:18:31;0.0158;15438.62;24044.68;8606.06;417.45;56;1;Validação documentos
1241;551;79;12/12/2018;22:42:39;0.0168;48477.52;59741.43;11263.91;1024.96;95;3;Validação documentos
287;841;80;28/12/2014;06:32:30;0.0103;23795.02;38379.64;14584.62;391.46;96;0;Validação documentos
380;151;80;24/05/2012;03:41:24;0.0202;24299.62;35011.19;10711.57;544.36;116;1;Validação documentos
1087;86;80;21/02/2011;12:57:02;0.0181;141117.54;168527.69;27410.15;3680.85;66;6;Validação documentos
1784;261;80;19/07/2011;04:20:27;0.0194;104959.12;150137.72;45178.60;2304.06;112;5;Validação documentos
112;379;81;16/07/2010;00:24:11;0.0147;4014.16;6914.30;2900.14;73.31;112;3;Validação documentos
146;666;81;31/05/2018;15:02:54;0.0211;163973.74;224240.67;60266.93;4304.30;78;5;Validação documentos
1143;681;81;03/12/2010;12:36:06;0.0206;61946.48;78942.57;16996.09;1408.37;116;0;Validação documentos
1203;788;81;24/08/2015;19:26:44;0.019;15672.89;31093.89;15421.00;643.64;33;3;Validação documentos
1333;870;81;03/11/2017;09:46:58;0.0166;36158.12;68839.18;32681.06;769.40;92;6;Validação documentos
1778;154;81;13/11/2016;09:22:54;0.0154;59454.69;87337.04;27882.35;3089.41;23;5;Validação documentos
406;487;82;29/04/2017;16:23:53;0.0153;99008.81;196146.98;97138.17;1807.00;120;5;Validação documentos
1101;968;82;13/01/2015;15:50:20;0.0131;94186.22;138555.04;44368.82;5907.75;18;3;Validação documentos
1429;86;82;31/12/2010;04:58:17;0.0103;20872.37;29297.42;8425.05;324.50;106;3;Validação documentos
1881;96;82;03/01/2011;01:15:42;0.0096;163693.25;204658.91;40965.66;2391.81;112;5;Validação documentos
114;270;83;07/04/2021;17:48:28;0.0144;115692.95;226264.07;110571.12;2571.54;73;3;Validação documentos
808;854;83;24/06/2011;07:48:27;0.0178;88519.59;124590.29;36070.70;13561.91;7;3;Validação documentos
832;30;83;02/11/2015;14:38:39;0.0229;58703.80;116526.02;57822.22;1671.81;72;2;Validação documentos
1380;457;83;30/11/2013;18:37:30;0.0115;82770.02;155250.72;72480.70;1541.98;84;0;Validação documentos
1603;57;83;10/11/2012;05:55:13;0.0144;131949.64;165245.49;33295.85;3139.69;65;5;Validação documentos
1694;380;83;01/12/2016;23:53:05;0.0211;178018.87;246290.84;68271.97;4542.44;84;6;Validação documentos
616;617;84;27/02/2012;23:47:50;0.012;113420.80;163020.72;49599.92;1887.86;107;4;Validação documentos
619;690;84;16/11/2018;16:27:39;0.0139;46260.25;68085.27;21825.02;1272.28;51;3;Validação documentos
783;168;84;14/10/2020;20:35:33;0.0167;68262.45;128315.08;60052.63;1602.81;75;4;Validação documentos
1157;648;84;20/09/2018;03:06:43;0.024;78447.71;99704.19;21256.48;4799.45;21;0;Validação documentos
1377;901;84;06/07/2011;01:06:55;0.015;1246.85;1825.43;578.58;42.46;39;5;Validação documentos
1498;756;84;08/03/2014;13:31:09;0.0129;53892.40;93705.03;39812.63;987.41;95;0;Validação documentos
1707;677;84;24/09/2013;02:11:16;0.0243;49442.53;67691.33;18248.80;1625.04;56;0;Validação documentos
1716;366;84;28/06/2014;05:06:57;0.0155;32782.29;60601.82;27819.53;605.17;119;4;Validação documentos
284;457;85;16/07/2013;07:56:00;0.0108;163357.67;226341.32;62983.65;3135.34;77;1;Validação documentos
533;693;85;12/06/2018;04:19:20;0.0132;5386.38;7743.10;2356.72;108.66;81;0;Validação documentos
618;545;85;01/06/2010;00:04:10;0.0194;68264.03;128761.57;60497.54;2391.32;42;6;Validação documentos
686;706;85;11/02/2019;04:30:07;0.0105;136282.76;176759.82;40477.06;2095.00;110;0;Validação documentos
914;300;85;31/01/2018;03:23:50;0.0194;4675.59;5526.89;851.30;193.17;33;3;Validação documentos
355;722;86;17/10/2011;08:25:40;0.0135;68082.72;104413.53;36330.81;3025.79;27;4;Validação documentos
612;76;86;23/10/2020;01:42:55;0.0118;75992.31;117110.56;41118.25;1862.09;56;6;Validação documentos
698;272;86;17/08/2020;20:22:36;0.0247;126164.56;178587.31;52422.75;3528.43;88;1;Validação documentos
1011;292;86;06/09/2022;02:25:29;0.0121;62126.61;121550.60;59423.99;1235.09;78;5;Validação documentos
1190;15;86;23/07/2014;11:54:56;0.0163;38683.04;69288.88;30605.84;1005.57;61;2;Validação documentos
1663;381;86;13/07/2020;19:37:25;0.0233;134122.58;193574.19;59451.61;4239.79;58;4;Validação documentos
1854;944;86;05/12/2010;00:29:37;0.0201;65194.68;85866.59;20671.91;3450.82;24;0;Validação documentos
195;750;87;27/11/2016;05:13:16;0.0244;24777.41;36468.82;11691.41;1645.20;19;4;Validação documentos
7;228;88;18/05/2012;08:24:05;0.0117;154751.66;247248.35;92496.69;9584.38;18;2;Validação documentos
252;972;88;24/01/2021;21:26:34;0.0187;107351.82;163689.48;56337.66;2583.53;81;2;Validação documentos
469;830;88;19/10/2020;14:33:10;0.0211;4356.74;8695.61;4338.87;147.03;47;4;Validação documentos
594;33;88;12/01/2016;14:52:18;0.0223;85889.83;127405.31;41515.48;4518.99;25;5;Validação documentos
774;322;88;24/08/2015;16:05:12;0.01;1996.46;3976.20;1979.74;36.08;81;4;Validação documentos
1468;844;88;03/04/2014;05:15:42;0.0198;33564.50;57309.29;23744.79;827.05;83;0;Validação documentos
1575;743;88;24/08/2010;06:02:33;0.0234;55364.15;69378.04;14013.89;2146.49;40;4;Validação documentos
1598;913;88;31/03/2021;13:20:50;0.0196;77748.75;114567.75;36819.00;1953.75;78;6;Validação documentos
1674;984;88;03/09/2016;16:45:09;0.0179;1630.76;2345.51;714.75;47.89;53;6;Validação documentos
425;199;89;28/05/2022;00:14:13;0.0129;133660.49;191377.52;57717.03;4999.09;33;5;Validação documentos
546;44;89;24/11/2015;15:04:30;0.0226;110891.75;177956.23;67064.48;8336.36;16;3;Validação documentos
1358;48;89;12/09/2011;03:14:34;0.0205;108686.35;170052.23;61365.88;5599.69;25;6;Validação documentos
1553;818;89;16/06/2021;00:39:39;0.0225;118432.92;218435.54;100002.62;3177.19;82;2;Validação documentos
120;831;90;01/06/2018;05:30:49;0.0198;164172.77;216330.67;52157.90;3640.02;114;0;Validação documentos
243;492;90;05/01/2018;00:05:18;0.0124;37756.59;47969.59;10213.00;5664.63;7;0;Validação documentos
878;311;90;22/05/2011;19:45:36;0.0176;6725.52;9885.37;3159.85;135.01;120;1;Validação documentos
1582;601;90;06/11/2017;10:52:21;0.0144;81293.82;96923.58;15629.76;2549.05;43;6;Validação documentos
1786;683;90;22/02/2015;07:56:32;0.0114;31116.06;42654.46;11538.40;514.93;103;6;Validação documentos
158;261;91;02/05/2019;03:54:25;0.0131;47584.74;58186.96;10602.22;1362.32;47;3;Validação documentos
1816;478;91;09/05/2012;11:35:12;0.0216;57092.94;78253.63;21160.69;1366.22;109;0;Validação documentos
603;794;92;19/10/2012;01:55:46;0.0115;23008.32;36558.47;13550.15;1915.60;13;1;Validação documentos
749;758;92;21/09/2020;08:38:01;0.0131;27377.88;37637.52;10259.64;495.16;99;3;Validação documentos
811;324;92;31/08/2010;23:54:52;0.0217;32445.87;43567.91;11122.04;773.98;112;3;Validação documentos
883;729;92;11/11/2013;05:11:43;0.0098;55137.39;83213.64;28076.25;786.90;119;1;Validação documentos
1646;475;92;16/07/2021;23:07:48;0.0137;30553.57;38268.91;7715.34;804.37;54;0;Validação documentos
154;483;93;03/10/2015;20:23:11;0.024;12881.78;23821.87;10940.09;348.48;92;0;Validação documentos
333;918;93;13/05/2020;04:36:10;0.0242;118352.14;149260.25;30908.11;4722.72;39;4;Validação documentos
805;698;93;12/05/2010;12:57:47;0.0093;81763.41;121363.92;39600.51;1990.26;52;2;Validação documentos
1374;47;93;08/12/2014;02:44:46;0.0157;86709.31;104296.15;17586.84;1678.26;107;5;Validação documentos
1446;295;93;19/03/2015;03:08:29;0.0088;143932.39;234909.33;90976.94;4916.60;34;6;Validação documentos
100;478;94;01/02/2014;02:50:28;0.0169;88908.87;145370.92;56462.05;3316.87;36;1;Validação documentos
444;433;94;24/06/2019;09:55:23;0.009;87968.95;111303.42;23334.47;2006.76;56;0;Validação documentos
1452;294;94;06/09/2019;07:46:46;0.0081;109623.09;163655.78;54032.69;2314.09;60;4;Validação documentos
1473;85;94;09/12/2019;08:00:16;0.0239;14396.76;22385.06;7988.30;481.90;53;2;Validação documentos
1661;757;94;23/03/2013;08:16:09;0.0113;11049.09;15423.46;4374.37;229.26;70;6;Validação documentos
463;427;95;26/03/2015;20:28:29;0.0118;183196.50;241832.66;58636.16;21574.90;9;4;Validação documentos
544;648;95;26/08/2010;23:50:13;0.0134;195051.41;243678.11;48626.70;3277.10;120;5;Validação documentos
569;776;95;20/04/2021;06:01:44;0.0249;94036.99;165546.12;71509.13;2606.14;93;3;Validação documentos
635;511;95;03/11/2018;17:34:58;0.0162;106423.56;173705.88;67282.32;2212.54;94;6;Validação documentos
723;124;95;23/08/2011;23:35:16;0.0121;40588.94;71164.76;30575.82;767.09;85;2;Validação documentos
1;335;96;23/11/2022;18:21:09;0.0235;10408.07;16083.99;5675.92;265.72;109;3;Validação documentos
332;942;96;12/09/2020;23:24:18;0.0238;124255.83;154494.74;30238.91;9947.33;15;6;Validação documentos
362;263;96;17/05/2012;00:41:02;0.0093;54861.44;75906.15;21044.71;1009.99;76;3;Validação documentos
1488;789;96;17/02/2014;11:10:18;0.0142;77679.07;101179.58;23500.51;1405.23;109;1;Validação documentos
382;928;97;20/05/2017;21:35:28;0.023;84581.20;114768.96;30187.76;4486.36;25;0;Validação documentos
880;322;97;07/11/2018;12:55:56;0.0129;38618.67;71664.02;33045.35;661.87;109;0;Validação documentos
1048;312;97;21/01/2014;22:10:34;0.0246;30306.62;39075.93;8769.31;1060.03;50;0;Validação documentos
1231;674;97;07/02/2016;20:39:14;0.0242;38157.03;65989.60;27832.57;6908.88;6;4;Validação documentos
1533;60;97;25/08/2019;20:05:55;0.024;83633.70;158652.15;75018.45;43328.20;2;1;Validação documentos
1952;775;97;20/04/2019;03:40:57;0.0098;78536.04;147937.03;69400.99;1376.32;84;2;Validação documentos
412;522;98;14/02/2010;07:18:42;0.0126;112488.56;193436.68;80948.12;3743.50;38;5;Validação documentos
547;26;98;09/05/2010;12:35:14;0.0245;113770.58;177863.15;64092.57;3539.26;64;0;Validação documentos
655;253;98;17/06/2019;08:48:51;0.0216;83465.89;116437.84;32971.95;2474.97;61;6;Validação documentos
677;320;98;30/06/2014;08:48:48;0.0103;36538.57;44947.44;8408.87;829.50;59;6;Validação documentos
719;971;98;06/05/2012;10:49:26;0.0154;59659.42;71335.06;11675.64;1217.09;92;1;Validação documentos
904;361;98;30/01/2017;06:53:04;0.0145;151246.11;246575.12;95329.01;4673.80;44;1;Validação documentos
1002;532;98;15/09/2019;23:45:13;0.0143;119433.48;157959.53;38526.05;14237.18;9;2;Validação documentos
1188;579;98;12/11/2012;02:51:28;0.0227;53122.85;83791.95;30669.10;2653.24;27;4;Validação documentos
1210;723;98;12/06/2012;01:33:29;0.0157;42535.02;72631.63;30096.61;796.52;117;1;Validação documentos
